"","Test","LogLik_Null","LogLik_Full","Df","Chisq","PValue","Sig","adjusted_p_value","Sig_adj","Comparisons"
"1","Chao1",-80.5508139229961,-72.1852502010066,1,16.7311274439791,4.3068540220635e-05,"***",0.000129205620661905,"***","ctr vs. ctr+rif"
"2","Chao1",-72.9177355865416,-69.1292880307704,1,7.57689511154251,0.00591211885246154,"**",0.00709454262295385,"**","ctr vs. ccl4"
"3","Chao1",-69.0074965057443,-65.6055454149652,1,6.80390218155813,0.00909588620361639,"**",0.00909588620361639,"**","ctr vs. ccl4+rif"
"4","Chao1",-80.97212164,-74.4321617527159,1,13.0799197745683,0.00029847823796172,"***",0.000596956475923439,"***","ctr+rif vs. ccl4"
"5","Chao1",-81.1643822886626,-72.4196675245424,1,17.4894295282404,2.88909536869916e-05,"***",0.000129205620661905,"***","ctr+rif vs. ccl4+rif"
"6","Chao1",-73.6109297160395,-69.5784204372029,1,8.06501855767337,0.00451280130966583,"**",0.00676920196449874,"**","ccl4 vs. ccl4+rif"
